id,uri,prefLabel,altLabel,definition,broader,narrower,isTopConcept
T96-1000,http://data.culture.fr/thesaurus/resource/ark:/67717/67717/T96-1000,réseau hydraulique,réseau des eaux,Réseau d'installations nécessaires à l’adduction ou à l’évacuation des eaux.,réseau de transport,réseau d'adduction des eaux | réseau d'égout,False
T96-1108,http://data.culture.fr/thesaurus/resource/ark:/67717/67717/T96-1108,Cable railroads,remonte-pente,"Installation permettant, en s’affranchissant de la déclivité du terrain, le transport des voyageurs ou des marchandises par véhicule tracté par câble (siège, nacelle, cabine, benne, etc.).",ouvrage d'art,funiculaire | téléphérique,False
T96-1122,http://data.culture.fr/thesaurus/resource/ark:/67717/67717/T96-1122,botanical gardens,arboretum | jardin de collection,Jardin destiné à l'étude et à la collection des végétaux. L'arboretum est un parc botanique spécialisé dans l'étude des végétaux ligneux.,jardin,alpine gardens,False
T96-1097,http://data.culture.fr/thesaurus/resource/ark:/67717/67717/T96-1097,bridges (builtworks),ponceau | viaduc,Ouvrage de franchissement portant une voie de communication. Le viaduc est un pont de grande longueur et de grande hauteur permettant le franchissement d’une dépression. Le ponceau est un petit pont d’une seule travée.,ouvrage d'art,footbridges | pont canal | pont à plusieurs niveaux | movable bridges,False
T96-1102,http://data.culture.fr/thesaurus/resource/ark:/67717/67717/T96-1102,poste de commande,tour d'observation,"Édifice ou édicule abritant les dispositifs permettant de contrôler, de commander ou de surveiller des circulations de personnes ou de biens, des activités humaines, des processus de production, de manutention, etc.",ouvrage d'art,poste d'aiguillage | control towers,False
T96-807,http://data.culture.fr/thesaurus/resource/ark:/67717/67717/T96-807,usine de produits explosifs,usine d'explosifs,"Usine où l'on fabrique des cartouches, des mèches, de la dynamite et des articles de pyrotechnie. Elle comprend généralement une poudrière, un laboratoire, un entrepôt industriel, etc.",usine de produits chimiques,usine d'allumettes,False
4286197,https://thesaurus.mom.fr/?idc=4286197&idt=th1161,Interprétation normalisée,CTL_interpretation_normalisee,"Feld, das es ermöglicht, die Ausgrabungseinheit durch Zuweisung einer präzisen Interpretation zu charakterisieren, wie z. B. ""Pfostenloch"", ""Grube"", ""Mauer"" usw. Die Werte werden aus einer kontrollierten und hierarchisierten Vokabelliste ausgewählt, die aus einem spezifischen Thesaurus stammt. Dies garantiert die Einheitlichkeit der Beschreibungen und erleichtert die Suche, Analyse und den Vergleich der Daten innerhalb der Datenbank. | Field allowing the excavation unit to be characterized by assigning it a precise interpretation, such as ""posthole"", ""pit"", ""wall"", etc. The values are selected from a controlled and hierarchical vocabulary list derived from a specific thesaurus, ensuring the uniformity of descriptions and facilitating the search, analysis, and comparison of data within the database. | Champ permettant de caractériser l'unité de fouille en lui attribuant une interprétation précise, comme « trou de poteau », « fosse », « mur », etc. Les valeurs sont sélectionnées dans une liste de vocabulaire contrôlé et hiérarchisé issue d'un thésaurus spécifique, garantissant l'uniformité des descriptions et facilitant la recherche, l'analyse et la comparaison des données au sein de la base.",Recording Unit (SIARU),"Leveled surface | Außenfläche | Innenfläche | Straßenoberfläche | Road grading | Terrace | Fundamentgraben (für Mauer) | Recovery trench | Leitungsgraben | Fosse | Fosse de fondation | Ditch | Drainage ditch | Ornière | Pfostenloch | Empreinte de poteau | Balkenabdruck | Empreinte indéterminée | Durchgang / Türschwelle | Brunnen | Basin | Cave | Pforte | Galerie de rongeur, racine | Erosionsfläche | Previous test pit / prior excavation | Abtragsgrenze | Indéterminé | Abrissschicht | Besiedlungsschicht | Ausbreitung | Auffüllung | Ditch fill | Poteau en bois (en place) | Calage de poteau | Lower wall plate | Poutre de rempart | Ausfüllung des unteren Schwellenbalkens | Lehmwand | Fondation maçonnée | Gemauertes Mauerwerk | Effondrement de mur | Alignement de blocs | Bloc épars | Empierrement | Arbeitsniveau | Auffüllung des Fundamentgrabens | Recovery trench fill | Bergsturzschuttwall | Blocage interne de rempart | Parement de rempart | Foundation slab | Bodenbelag | Enduit de surface | Einfache Feuerstelle | Canalisation | Hypocaust | Comblement de canalisation | Cremation remains | Bestattung | Befestigte Straße | Bedrock | Altered bedrock | Bodenbildung, Humus | Argile naturelle (altération du substrat) | Alluvial deposit | Colluvial deposit | Cleaning deposit | Maschinendurchgangsablagerung | Dacheinsturz | Brandschicht | Conduit hydraulique maçonné | Gemauerte Stützstruktur | Bâtiment | Complex hearth or furnace | Armature de poutres | Closed context | Autre incluante | Murus gallicus | Autre érosion | Autre dépôt | Autre altération | Autre composite",False
4287605,https://thesaurus.mom.fr/?idc=4287605&idt=th1161,Einheitentyp,CTL_choix_enregistrement,"Die Aufzeichnungseinheit kann stratigraphischer oder nicht-stratigraphischer Natur sein:</p><ul><li>Wenn die Einheit stratigraphisch ist, kann die Erfassung auf der Ebene einer elementaren Einheit oder auf der größeren Ebene einer umfassenden Einheit erfolgen. In diesen Fällen wird die Einheit durch ihre logischen Beziehungen definiert.</li><li>Wenn die Einheit nicht stratigraphisch ist, handelt es sich um eine Unterteilung. In diesem Fall gibt es keine logische Beziehung von Vorher-Nachher.</li></ul> | The recording unit can be either stratigraphic or non-stratigraphic in nature:</p><ul><li>If the unit is stratigraphic, recording can occur at the scale of an elementary unit or at the broader scale of an inclusive unit. In these cases, the unit is defined by its logical relationships.</li><li>If the unit is non-stratigraphic, it is considered a subdivision. In this case, there is no logical relationship of anteriority or posteriority.</li></ul> | <span style=""background-color: rgb(250, 248, 250); color: rgb(20, 58, 30);"">L'unité d'enregistrement peut être de nature stratigraphique ou non :</span></p><ul><li>Si l'unité est stratigraphique, l'enregistrement peut se faire à l'échelle de l'unité élémentaire ou à l'échelle plus large de l'unité incluante. Dans ces cas, l'unité est définie par ses relations logiques.</li><li>Si l'unité n'est pas stratigraphique, il s'agit d'une subdivision. Dans ce cas, il n'y a pas de relation logique d'antéro-postériorité.</li></ul>",Recording Unit (SIARU),Elementareinheit | Inclusive unit | Subdivision | Sondage | Ensemble | Locus | Fait | Tranchée,False
4287606,https://thesaurus.mom.fr/?idc=4287606&idt=th1161,Cycle géomorphologique,CTL_cycle_geomorphologique,"Art der Geländeveränderung, die eine stratigraphische Einheit (elementar oder umfassend) als Spur hinterlässt und einer Phase des Erosions-Ablagerungs-Verwitterungs-Prozesses entspricht. | Type of ground modification leaving a trace in the form of a stratigraphic unit—either elementary or inclusive—related to a stage in the erosion-deposition-weathering process. | Type de modification du terrain laissant une trace sous forme d'unité stratigraphique, élémentaire ou incluante, relevant d'une étape du processus érosion-dépôt-altération.",Recording Unit (SIARU),Altération | Composite | Ablagerung | Erosion,False
4287607,https://thesaurus.mom.fr/?idc=4287607&idt=th1161,Agent géomorphologique,CTL_agent,"Kräfte, die den geomorphologischen Zyklus aus Erosion, Ablagerung und Verwitterung steuern. | Force(s) underlying the geomorphic cycle of erosion, deposition, and weathering. | Force(s) à l'origine du cycle géomorphologique érosion-dépôt-altération.",Recording Unit (SIARU),Agent anthropique | Agent anthropique et naturel | Agent indéterminé | Agent naturel,False
4287632,https://thesaurus.mom.fr/?idc=4287632&idt=th1161,Agent anthropique,LBL_agent_anthropique,"Menschlich bedingte Prozesse, die direkt zur Bildung der betrachteten stratigraphischen Einheit führen. | Human-induced action directly leading to the formation of the stratigraphic unit under consideration. | Action d'origine humaine menant directement à la formation de l'unité stratigraphique considérée.",Agent géomorphologique,Juste un test,False
4287687,https://thesaurus.mom.fr/?idc=4287687&idt=th1161,Poutre de rempart,PA13 - Poutre de rempart,"Ein in die innere Struktur einer Wallanlage integriertes Holzstück, das den Zusammenhalt und die Stabilität der aus Blöcken und Erde bestehenden defensiven Konstruktion gewährleistet. Seine Positionierung und Ausrichtung ermöglichen die Identifizierung der Bautechnik und der inneren Organisation des Walls. | A piece of wood integrated into the internal structure of a rampart, ensuring the cohesion and stability of the mass of blocks and earth that make up the defensive work. Its positioning and orientation help identify the construction technique and internal organization of the rampart. | Pièce de bois intégrée à la structure interne d’un rempart qui assure la cohésion et la stabilité de la masse de blocs et de terre constituant l’ouvrage défensif. Son positionnement et son orientation permettent d’identifier la technique de construction et l’organisation interne du rempart.",Interprétation normalisée,Längs-Wallbalken | Poutre de rempart transversale,False
4287725,https://thesaurus.mom.fr/?idc=4287725&idt=th1161,Gemauerte Stützstruktur,"X7 - Elément de soutien maçonné (colonne, pilier)","Vertikales Mauerwerkbauwerk, das dazu dient, eine Last zu tragen, wie ein Gewölbe, eine Decke oder ein Dach. Es kann sich um eine Säule, einen Pfeiler oder ein gemauertes Massiv handeln, das teilweise erhalten oder eingestürzt ist, und zeugt von der architektonischen und konstruktiven Gestaltung eines Gebäudes. | Vertical masonry structure used to support a load, such as an arch, floor, or roof. It may take the form of a column, pier, or masonry mass, either partially preserved or collapsed, and reflects the architectural and structural organization of a building. | Elément vertical en maçonnerie servant à soutenir une charge, telle qu’une voûte, un plancher ou une toiture. Il peut s’agir d’une colonne, d’un pilier ou d’un massif maçonné, partiellement conservé ou effondré, et témoigne de l’organisation architecturale et constructive d’un bâtiment.",Interprétation normalisée,Colonne | Pfeiler | Massif,False
